image_path,label_path,source_stem,augmentation_type
data/raw/RTTS/JPEGImages/AM_Google_768.png,data/labels/AM_Google_768.txt,AM_Google_768,original
data/raw/RTTS/JPEGImages/AM_Google_796.png,data/labels/AM_Google_796.txt,AM_Google_796,original
data/raw/RTTS/JPEGImages/AM_Google_869.png,data/labels/AM_Google_869.txt,AM_Google_869,original
data/raw/RTTS/JPEGImages/BD_Baidu_000.png,data/labels/BD_Baidu_000.txt,BD_Baidu_000,original
data/raw/RTTS/JPEGImages/BD_Baidu_007.png,data/labels/BD_Baidu_007.txt,BD_Baidu_007,original
data/raw/RTTS/JPEGImages/BD_Baidu_018.png,data/labels/BD_Baidu_018.txt,BD_Baidu_018,original
data/raw/RTTS/JPEGImages/BD_Baidu_022.png,data/labels/BD_Baidu_022.txt,BD_Baidu_022,original
data/raw/RTTS/JPEGImages/BD_Baidu_023.png,data/labels/BD_Baidu_023.txt,BD_Baidu_023,original
data/raw/RTTS/JPEGImages/BD_Baidu_031.png,data/labels/BD_Baidu_031.txt,BD_Baidu_031,original
data/raw/RTTS/JPEGImages/BD_Baidu_038.png,data/labels/BD_Baidu_038.txt,BD_Baidu_038,original
data/raw/RTTS/JPEGImages/BD_Baidu_039.png,data/labels/BD_Baidu_039.txt,BD_Baidu_039,original
data/raw/RTTS/JPEGImages/BD_Baidu_042.png,data/labels/BD_Baidu_042.txt,BD_Baidu_042,original
data/raw/RTTS/JPEGImages/BD_Baidu_045.png,data/labels/BD_Baidu_045.txt,BD_Baidu_045,original
data/raw/RTTS/JPEGImages/BD_Baidu_046.png,data/labels/BD_Baidu_046.txt,BD_Baidu_046,original
data/raw/RTTS/JPEGImages/BD_Baidu_050.png,data/labels/BD_Baidu_050.txt,BD_Baidu_050,original
data/raw/RTTS/JPEGImages/BD_Baidu_058.png,data/labels/BD_Baidu_058.txt,BD_Baidu_058,original
data/raw/RTTS/JPEGImages/BD_Baidu_059.png,data/labels/BD_Baidu_059.txt,BD_Baidu_059,original
data/raw/RTTS/JPEGImages/BD_Baidu_062.png,data/labels/BD_Baidu_062.txt,BD_Baidu_062,original
data/raw/RTTS/JPEGImages/BD_Baidu_065.png,data/labels/BD_Baidu_065.txt,BD_Baidu_065,original
data/raw/RTTS/JPEGImages/BD_Baidu_074.png,data/labels/BD_Baidu_074.txt,BD_Baidu_074,original
data/raw/RTTS/JPEGImages/BD_Baidu_076.png,data/labels/BD_Baidu_076.txt,BD_Baidu_076,original
data/raw/RTTS/JPEGImages/BD_Baidu_078.png,data/labels/BD_Baidu_078.txt,BD_Baidu_078,original
data/raw/RTTS/JPEGImages/BD_Baidu_08.png,data/labels/BD_Baidu_08.txt,BD_Baidu_08,original
data/raw/RTTS/JPEGImages/BD_Baidu_081.png,data/labels/BD_Baidu_081.txt,BD_Baidu_081,original
data/raw/RTTS/JPEGImages/BD_Baidu_084.png,data/labels/BD_Baidu_084.txt,BD_Baidu_084,original
data/raw/RTTS/JPEGImages/BD_Baidu_087.png,data/labels/BD_Baidu_087.txt,BD_Baidu_087,original
data/raw/RTTS/JPEGImages/BD_Baidu_088.png,data/labels/BD_Baidu_088.txt,BD_Baidu_088,original
data/raw/RTTS/JPEGImages/BD_Baidu_095.png,data/labels/BD_Baidu_095.txt,BD_Baidu_095,original
data/raw/RTTS/JPEGImages/BD_Baidu_097.png,data/labels/BD_Baidu_097.txt,BD_Baidu_097,original
data/raw/RTTS/JPEGImages/BD_Baidu_10.png,data/labels/BD_Baidu_10.txt,BD_Baidu_10,original
data/raw/RTTS/JPEGImages/BD_Baidu_102.png,data/labels/BD_Baidu_102.txt,BD_Baidu_102,original
data/raw/RTTS/JPEGImages/BD_Baidu_104.png,data/labels/BD_Baidu_104.txt,BD_Baidu_104,original
data/raw/RTTS/JPEGImages/BD_Baidu_105.png,data/labels/BD_Baidu_105.txt,BD_Baidu_105,original
data/raw/RTTS/JPEGImages/BD_Baidu_116.png,data/labels/BD_Baidu_116.txt,BD_Baidu_116,original
data/raw/RTTS/JPEGImages/BD_Baidu_117.png,data/labels/BD_Baidu_117.txt,BD_Baidu_117,original
data/raw/RTTS/JPEGImages/BD_Baidu_129.png,data/labels/BD_Baidu_129.txt,BD_Baidu_129,original
data/raw/RTTS/JPEGImages/BD_Baidu_133.png,data/labels/BD_Baidu_133.txt,BD_Baidu_133,original
data/raw/RTTS/JPEGImages/BD_Baidu_134.png,data/labels/BD_Baidu_134.txt,BD_Baidu_134,original
data/raw/RTTS/JPEGImages/BD_Baidu_137.png,data/labels/BD_Baidu_137.txt,BD_Baidu_137,original
data/raw/RTTS/JPEGImages/BD_Baidu_142.png,data/labels/BD_Baidu_142.txt,BD_Baidu_142,original
data/raw/RTTS/JPEGImages/BD_Baidu_143.png,data/labels/BD_Baidu_143.txt,BD_Baidu_143,original
data/raw/RTTS/JPEGImages/BD_Baidu_145.png,data/labels/BD_Baidu_145.txt,BD_Baidu_145,original
data/raw/RTTS/JPEGImages/BD_Baidu_166.png,data/labels/BD_Baidu_166.txt,BD_Baidu_166,original
data/raw/RTTS/JPEGImages/BD_Baidu_174.png,data/labels/BD_Baidu_174.txt,BD_Baidu_174,original
data/raw/RTTS/JPEGImages/BD_Baidu_18.png,data/labels/BD_Baidu_18.txt,BD_Baidu_18,original
data/raw/RTTS/JPEGImages/BD_Baidu_195.png,data/labels/BD_Baidu_195.txt,BD_Baidu_195,original
data/raw/RTTS/JPEGImages/BD_Baidu_196.png,data/labels/BD_Baidu_196.txt,BD_Baidu_196,original
data/raw/RTTS/JPEGImages/BD_Baidu_199.png,data/labels/BD_Baidu_199.txt,BD_Baidu_199,original
data/raw/RTTS/JPEGImages/BD_Baidu_200.png,data/labels/BD_Baidu_200.txt,BD_Baidu_200,original
data/raw/RTTS/JPEGImages/BD_Baidu_201.png,data/labels/BD_Baidu_201.txt,BD_Baidu_201,original
data/raw/RTTS/JPEGImages/BD_Baidu_208.png,data/labels/BD_Baidu_208.txt,BD_Baidu_208,original
data/raw/RTTS/JPEGImages/BD_Baidu_209.png,data/labels/BD_Baidu_209.txt,BD_Baidu_209,original
data/raw/RTTS/JPEGImages/BD_Baidu_211.png,data/labels/BD_Baidu_211.txt,BD_Baidu_211,original
data/raw/RTTS/JPEGImages/BD_Baidu_216.png,data/labels/BD_Baidu_216.txt,BD_Baidu_216,original
data/raw/RTTS/JPEGImages/BD_Baidu_222.png,data/labels/BD_Baidu_222.txt,BD_Baidu_222,original
data/raw/RTTS/JPEGImages/BD_Baidu_224.png,data/labels/BD_Baidu_224.txt,BD_Baidu_224,original
data/raw/RTTS/JPEGImages/BD_Baidu_247.png,data/labels/BD_Baidu_247.txt,BD_Baidu_247,original
data/raw/RTTS/JPEGImages/BD_Baidu_249.png,data/labels/BD_Baidu_249.txt,BD_Baidu_249,original
data/raw/RTTS/JPEGImages/BD_Baidu_250.png,data/labels/BD_Baidu_250.txt,BD_Baidu_250,original
data/raw/RTTS/JPEGImages/BD_Baidu_254.png,data/labels/BD_Baidu_254.txt,BD_Baidu_254,original
data/raw/RTTS/JPEGImages/BD_Baidu_256.png,data/labels/BD_Baidu_256.txt,BD_Baidu_256,original
data/raw/RTTS/JPEGImages/BD_Baidu_277.png,data/labels/BD_Baidu_277.txt,BD_Baidu_277,original
data/raw/RTTS/JPEGImages/BD_Baidu_281.png,data/labels/BD_Baidu_281.txt,BD_Baidu_281,original
data/raw/RTTS/JPEGImages/BD_Baidu_284.png,data/labels/BD_Baidu_284.txt,BD_Baidu_284,original
data/raw/RTTS/JPEGImages/BD_Baidu_285.png,data/labels/BD_Baidu_285.txt,BD_Baidu_285,original
data/raw/RTTS/JPEGImages/BD_Baidu_29.png,data/labels/BD_Baidu_29.txt,BD_Baidu_29,original
data/raw/RTTS/JPEGImages/BD_Baidu_291.png,data/labels/BD_Baidu_291.txt,BD_Baidu_291,original
data/raw/RTTS/JPEGImages/BD_Baidu_299.png,data/labels/BD_Baidu_299.txt,BD_Baidu_299,original
data/raw/RTTS/JPEGImages/BD_Baidu_306.png,data/labels/BD_Baidu_306.txt,BD_Baidu_306,original
data/raw/RTTS/JPEGImages/BD_Baidu_322.png,data/labels/BD_Baidu_322.txt,BD_Baidu_322,original
data/raw/RTTS/JPEGImages/BD_Baidu_332.png,data/labels/BD_Baidu_332.txt,BD_Baidu_332,original
data/raw/RTTS/JPEGImages/BD_Baidu_338.png,data/labels/BD_Baidu_338.txt,BD_Baidu_338,original
data/raw/RTTS/JPEGImages/BD_Baidu_347.png,data/labels/BD_Baidu_347.txt,BD_Baidu_347,original
data/raw/RTTS/JPEGImages/BD_Baidu_355.png,data/labels/BD_Baidu_355.txt,BD_Baidu_355,original
data/raw/RTTS/JPEGImages/BD_Baidu_375.png,data/labels/BD_Baidu_375.txt,BD_Baidu_375,original
data/raw/RTTS/JPEGImages/BD_Baidu_383.png,data/labels/BD_Baidu_383.txt,BD_Baidu_383,original
data/raw/RTTS/JPEGImages/BD_Baidu_385.png,data/labels/BD_Baidu_385.txt,BD_Baidu_385,original
data/raw/RTTS/JPEGImages/BD_Baidu_388.png,data/labels/BD_Baidu_388.txt,BD_Baidu_388,original
data/raw/RTTS/JPEGImages/BD_Baidu_389.png,data/labels/BD_Baidu_389.txt,BD_Baidu_389,original
data/raw/RTTS/JPEGImages/BD_Baidu_391.png,data/labels/BD_Baidu_391.txt,BD_Baidu_391,original
data/raw/RTTS/JPEGImages/BD_Baidu_397.png,data/labels/BD_Baidu_397.txt,BD_Baidu_397,original
data/raw/RTTS/JPEGImages/BD_Baidu_410.png,data/labels/BD_Baidu_410.txt,BD_Baidu_410,original
data/raw/RTTS/JPEGImages/BD_Baidu_424.png,data/labels/BD_Baidu_424.txt,BD_Baidu_424,original
data/raw/RTTS/JPEGImages/BD_Baidu_428.png,data/labels/BD_Baidu_428.txt,BD_Baidu_428,original
data/raw/RTTS/JPEGImages/BD_Baidu_451.png,data/labels/BD_Baidu_451.txt,BD_Baidu_451,original
data/raw/RTTS/JPEGImages/BD_Baidu_461.png,data/labels/BD_Baidu_461.txt,BD_Baidu_461,original
data/raw/RTTS/JPEGImages/BD_Baidu_464.png,data/labels/BD_Baidu_464.txt,BD_Baidu_464,original
data/raw/RTTS/JPEGImages/BD_Baidu_476.png,data/labels/BD_Baidu_476.txt,BD_Baidu_476,original
data/raw/RTTS/JPEGImages/BD_Baidu_481.png,data/labels/BD_Baidu_481.txt,BD_Baidu_481,original
data/raw/RTTS/JPEGImages/BD_Baidu_486.png,data/labels/BD_Baidu_486.txt,BD_Baidu_486,original
data/raw/RTTS/JPEGImages/BD_Bing_013.png,data/labels/BD_Bing_013.txt,BD_Bing_013,original
data/raw/RTTS/JPEGImages/BD_Bing_04.png,data/labels/BD_Bing_04.txt,BD_Bing_04,original
data/raw/RTTS/JPEGImages/BD_Bing_042.png,data/labels/BD_Bing_042.txt,BD_Bing_042,original
data/raw/RTTS/JPEGImages/BD_Bing_068.png,data/labels/BD_Bing_068.txt,BD_Bing_068,original
data/raw/RTTS/JPEGImages/BD_Bing_080.png,data/labels/BD_Bing_080.txt,BD_Bing_080,original
data/raw/RTTS/JPEGImages/BD_Bing_084.png,data/labels/BD_Bing_084.txt,BD_Bing_084,original
data/raw/RTTS/JPEGImages/BD_Bing_091.png,data/labels/BD_Bing_091.txt,BD_Bing_091,original
data/raw/RTTS/JPEGImages/BD_Bing_096.png,data/labels/BD_Bing_096.txt,BD_Bing_096,original
data/raw/RTTS/JPEGImages/BD_Bing_097.png,data/labels/BD_Bing_097.txt,BD_Bing_097,original
data/raw/RTTS/JPEGImages/BD_Bing_18.png,data/labels/BD_Bing_18.txt,BD_Bing_18,original
data/raw/RTTS/JPEGImages/BD_Bing_195.png,data/labels/BD_Bing_195.txt,BD_Bing_195,original
data/raw/RTTS/JPEGImages/BD_Bing_216.png,data/labels/BD_Bing_216.txt,BD_Bing_216,original
data/raw/RTTS/JPEGImages/BD_Bing_23.png,data/labels/BD_Bing_23.txt,BD_Bing_23,original
data/raw/RTTS/JPEGImages/BD_Bing_231.png,data/labels/BD_Bing_231.txt,BD_Bing_231,original
data/raw/RTTS/JPEGImages/BD_Bing_232.png,data/labels/BD_Bing_232.txt,BD_Bing_232,original
data/raw/RTTS/JPEGImages/BD_Bing_237.png,data/labels/BD_Bing_237.txt,BD_Bing_237,original
data/raw/RTTS/JPEGImages/BD_Bing_26.png,data/labels/BD_Bing_26.txt,BD_Bing_26,original
data/raw/RTTS/JPEGImages/BD_Bing_302.png,data/labels/BD_Bing_302.txt,BD_Bing_302,original
data/raw/RTTS/JPEGImages/BD_Bing_303.png,data/labels/BD_Bing_303.txt,BD_Bing_303,original
data/raw/RTTS/JPEGImages/BD_Bing_308.png,data/labels/BD_Bing_308.txt,BD_Bing_308,original
data/raw/RTTS/JPEGImages/BD_Bing_331.png,data/labels/BD_Bing_331.txt,BD_Bing_331,original
data/raw/RTTS/JPEGImages/BD_Bing_358.png,data/labels/BD_Bing_358.txt,BD_Bing_358,original
data/raw/RTTS/JPEGImages/BD_Bing_393.png,data/labels/BD_Bing_393.txt,BD_Bing_393,original
data/raw/RTTS/JPEGImages/BD_Bing_420.png,data/labels/BD_Bing_420.txt,BD_Bing_420,original
data/raw/RTTS/JPEGImages/BD_Bing_423.png,data/labels/BD_Bing_423.txt,BD_Bing_423,original
data/raw/RTTS/JPEGImages/BD_Bing_463.png,data/labels/BD_Bing_463.txt,BD_Bing_463,original
data/raw/RTTS/JPEGImages/BD_Bing_479.png,data/labels/BD_Bing_479.txt,BD_Bing_479,original
data/raw/RTTS/JPEGImages/BD_Bing_484.png,data/labels/BD_Bing_484.txt,BD_Bing_484,original
data/raw/RTTS/JPEGImages/BD_Bing_49.png,data/labels/BD_Bing_49.txt,BD_Bing_49,original
data/raw/RTTS/JPEGImages/BD_Bing_515.png,data/labels/BD_Bing_515.txt,BD_Bing_515,original
data/raw/RTTS/JPEGImages/BD_Bing_549.png,data/labels/BD_Bing_549.txt,BD_Bing_549,original
data/raw/RTTS/JPEGImages/BD_Bing_606.png,data/labels/BD_Bing_606.txt,BD_Bing_606,original
data/raw/RTTS/JPEGImages/BD_Bing_609.png,data/labels/BD_Bing_609.txt,BD_Bing_609,original
data/raw/RTTS/JPEGImages/BD_Bing_634.png,data/labels/BD_Bing_634.txt,BD_Bing_634,original
data/raw/RTTS/JPEGImages/BD_Bing_643.png,data/labels/BD_Bing_643.txt,BD_Bing_643,original
data/raw/RTTS/JPEGImages/BD_Bing_655.png,data/labels/BD_Bing_655.txt,BD_Bing_655,original
data/raw/RTTS/JPEGImages/BD_Bing_660.png,data/labels/BD_Bing_660.txt,BD_Bing_660,original
data/raw/RTTS/JPEGImages/BD_Bing_664.png,data/labels/BD_Bing_664.txt,BD_Bing_664,original
data/raw/RTTS/JPEGImages/BD_Bing_695.png,data/labels/BD_Bing_695.txt,BD_Bing_695,original
data/raw/RTTS/JPEGImages/BD_Bing_732.png,data/labels/BD_Bing_732.txt,BD_Bing_732,original
data/raw/RTTS/JPEGImages/BD_Bing_74.png,data/labels/BD_Bing_74.txt,BD_Bing_74,original
data/raw/RTTS/JPEGImages/BD_Bing_742.png,data/labels/BD_Bing_742.txt,BD_Bing_742,original
data/raw/RTTS/JPEGImages/BD_Bing_763.png,data/labels/BD_Bing_763.txt,BD_Bing_763,original
data/raw/RTTS/JPEGImages/BD_Bing_789.png,data/labels/BD_Bing_789.txt,BD_Bing_789,original
data/raw/RTTS/JPEGImages/BD_Bing_802.png,data/labels/BD_Bing_802.txt,BD_Bing_802,original
data/raw/RTTS/JPEGImages/BD_Google_00.png,data/labels/BD_Google_00.txt,BD_Google_00,original
data/raw/RTTS/JPEGImages/BD_Google_054.png,data/labels/BD_Google_054.txt,BD_Google_054,original
data/raw/RTTS/JPEGImages/BD_Google_098.png,data/labels/BD_Google_098.txt,BD_Google_098,original
data/raw/RTTS/JPEGImages/BD_Google_126.png,data/labels/BD_Google_126.txt,BD_Google_126,original
data/raw/RTTS/JPEGImages/BD_Google_129.png,data/labels/BD_Google_129.txt,BD_Google_129,original
data/raw/RTTS/JPEGImages/BD_Google_249.png,data/labels/BD_Google_249.txt,BD_Google_249,original
data/raw/RTTS/JPEGImages/BD_Google_253.png,data/labels/BD_Google_253.txt,BD_Google_253,original
data/raw/RTTS/JPEGImages/BD_Google_329.png,data/labels/BD_Google_329.txt,BD_Google_329,original
data/raw/RTTS/JPEGImages/BD_Google_343.png,data/labels/BD_Google_343.txt,BD_Google_343,original
data/raw/RTTS/JPEGImages/BD_Google_357.png,data/labels/BD_Google_357.txt,BD_Google_357,original
data/raw/RTTS/JPEGImages/BD_Google_360.png,data/labels/BD_Google_360.txt,BD_Google_360,original
data/raw/RTTS/JPEGImages/BD_Google_368.png,data/labels/BD_Google_368.txt,BD_Google_368,original
data/raw/RTTS/JPEGImages/BD_Google_372.png,data/labels/BD_Google_372.txt,BD_Google_372,original
data/raw/RTTS/JPEGImages/BD_Google_378.png,data/labels/BD_Google_378.txt,BD_Google_378,original
data/raw/RTTS/JPEGImages/BD_Google_380.png,data/labels/BD_Google_380.txt,BD_Google_380,original
data/raw/RTTS/JPEGImages/BD_Google_381.png,data/labels/BD_Google_381.txt,BD_Google_381,original
data/raw/RTTS/JPEGImages/BD_Google_396.png,data/labels/BD_Google_396.txt,BD_Google_396,original
data/raw/RTTS/JPEGImages/BD_Google_397.png,data/labels/BD_Google_397.txt,BD_Google_397,original
data/raw/RTTS/JPEGImages/BD_Google_421.png,data/labels/BD_Google_421.txt,BD_Google_421,original
data/raw/RTTS/JPEGImages/BD_Google_428.png,data/labels/BD_Google_428.txt,BD_Google_428,original
data/raw/RTTS/JPEGImages/BD_Google_435.png,data/labels/BD_Google_435.txt,BD_Google_435,original
data/raw/RTTS/JPEGImages/BD_Google_443.png,data/labels/BD_Google_443.txt,BD_Google_443,original
data/raw/RTTS/JPEGImages/BD_Google_466.png,data/labels/BD_Google_466.txt,BD_Google_466,original
data/raw/RTTS/JPEGImages/BD_Google_501.png,data/labels/BD_Google_501.txt,BD_Google_501,original
data/raw/RTTS/JPEGImages/BD_Google_569.png,data/labels/BD_Google_569.txt,BD_Google_569,original
data/raw/RTTS/JPEGImages/BD_Google_598.png,data/labels/BD_Google_598.txt,BD_Google_598,original
data/raw/RTTS/JPEGImages/BJ_Baidu_015.png,data/labels/BJ_Baidu_015.txt,BJ_Baidu_015,original
data/raw/RTTS/JPEGImages/BJ_Baidu_02.png,data/labels/BJ_Baidu_02.txt,BJ_Baidu_02,original
data/raw/RTTS/JPEGImages/BJ_Baidu_029.png,data/labels/BJ_Baidu_029.txt,BJ_Baidu_029,original
data/raw/RTTS/JPEGImages/BJ_Baidu_04.png,data/labels/BJ_Baidu_04.txt,BJ_Baidu_04,original
data/raw/RTTS/JPEGImages/BJ_Baidu_045.png,data/labels/BJ_Baidu_045.txt,BJ_Baidu_045,original
data/raw/RTTS/JPEGImages/BJ_Baidu_066.png,data/labels/BJ_Baidu_066.txt,BJ_Baidu_066,original
data/raw/RTTS/JPEGImages/BJ_Baidu_069.png,data/labels/BJ_Baidu_069.txt,BJ_Baidu_069,original
data/raw/RTTS/JPEGImages/BJ_Baidu_071.png,data/labels/BJ_Baidu_071.txt,BJ_Baidu_071,original
data/raw/RTTS/JPEGImages/BJ_Baidu_072.png,data/labels/BJ_Baidu_072.txt,BJ_Baidu_072,original
data/raw/RTTS/JPEGImages/BJ_Baidu_077.png,data/labels/BJ_Baidu_077.txt,BJ_Baidu_077,original
data/raw/RTTS/JPEGImages/BJ_Baidu_080.png,data/labels/BJ_Baidu_080.txt,BJ_Baidu_080,original
data/raw/RTTS/JPEGImages/BJ_Baidu_082.png,data/labels/BJ_Baidu_082.txt,BJ_Baidu_082,original
data/raw/RTTS/JPEGImages/BJ_Baidu_093.png,data/labels/BJ_Baidu_093.txt,BJ_Baidu_093,original
data/raw/RTTS/JPEGImages/BJ_Baidu_095.png,data/labels/BJ_Baidu_095.txt,BJ_Baidu_095,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1023.png,data/labels/BJ_Baidu_1023.txt,BJ_Baidu_1023,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1035.png,data/labels/BJ_Baidu_1035.txt,BJ_Baidu_1035,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1039.png,data/labels/BJ_Baidu_1039.txt,BJ_Baidu_1039,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1081.png,data/labels/BJ_Baidu_1081.txt,BJ_Baidu_1081,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1086.png,data/labels/BJ_Baidu_1086.txt,BJ_Baidu_1086,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1090.png,data/labels/BJ_Baidu_1090.txt,BJ_Baidu_1090,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1099.png,data/labels/BJ_Baidu_1099.txt,BJ_Baidu_1099,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1132.png,data/labels/BJ_Baidu_1132.txt,BJ_Baidu_1132,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1153.png,data/labels/BJ_Baidu_1153.txt,BJ_Baidu_1153,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1158.png,data/labels/BJ_Baidu_1158.txt,BJ_Baidu_1158,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1167.png,data/labels/BJ_Baidu_1167.txt,BJ_Baidu_1167,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1168.png,data/labels/BJ_Baidu_1168.txt,BJ_Baidu_1168,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1170.png,data/labels/BJ_Baidu_1170.txt,BJ_Baidu_1170,original
data/raw/RTTS/JPEGImages/BJ_Baidu_118.png,data/labels/BJ_Baidu_118.txt,BJ_Baidu_118,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1184.png,data/labels/BJ_Baidu_1184.txt,BJ_Baidu_1184,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1191.png,data/labels/BJ_Baidu_1191.txt,BJ_Baidu_1191,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1194.png,data/labels/BJ_Baidu_1194.txt,BJ_Baidu_1194,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1202.png,data/labels/BJ_Baidu_1202.txt,BJ_Baidu_1202,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1213.png,data/labels/BJ_Baidu_1213.txt,BJ_Baidu_1213,original
data/raw/RTTS/JPEGImages/BJ_Baidu_126.png,data/labels/BJ_Baidu_126.txt,BJ_Baidu_126,original
data/raw/RTTS/JPEGImages/BJ_Baidu_1269.png,data/labels/BJ_Baidu_1269.txt,BJ_Baidu_1269,original
data/raw/RTTS/JPEGImages/BJ_Baidu_132.png,data/labels/BJ_Baidu_132.txt,BJ_Baidu_132,original
data/raw/RTTS/JPEGImages/BJ_Baidu_138.png,data/labels/BJ_Baidu_138.txt,BJ_Baidu_138,original
data/raw/RTTS/JPEGImages/BJ_Baidu_144.png,data/labels/BJ_Baidu_144.txt,BJ_Baidu_144,original
data/raw/RTTS/JPEGImages/BJ_Baidu_153.png,data/labels/BJ_Baidu_153.txt,BJ_Baidu_153,original
data/raw/RTTS/JPEGImages/BJ_Baidu_156.png,data/labels/BJ_Baidu_156.txt,BJ_Baidu_156,original
data/raw/RTTS/JPEGImages/BJ_Baidu_157.png,data/labels/BJ_Baidu_157.txt,BJ_Baidu_157,original
data/raw/RTTS/JPEGImages/BJ_Baidu_164.png,data/labels/BJ_Baidu_164.txt,BJ_Baidu_164,original
data/raw/RTTS/JPEGImages/BJ_Baidu_165.png,data/labels/BJ_Baidu_165.txt,BJ_Baidu_165,original
data/raw/RTTS/JPEGImages/BJ_Baidu_168.png,data/labels/BJ_Baidu_168.txt,BJ_Baidu_168,original
data/raw/RTTS/JPEGImages/BJ_Baidu_171.png,data/labels/BJ_Baidu_171.txt,BJ_Baidu_171,original
data/raw/RTTS/JPEGImages/BJ_Baidu_173.png,data/labels/BJ_Baidu_173.txt,BJ_Baidu_173,original
data/raw/RTTS/JPEGImages/BJ_Baidu_181.png,data/labels/BJ_Baidu_181.txt,BJ_Baidu_181,original
