filename,bucket,tier,found,achieved_severity,output_path
AM_Google_320.png,augment_full,medium,True,121.04830932617188,data/processed/fog_augmented/AM_Google_320_medium.png
AM_Google_320.png,augment_full,high,False,,
AM_Google_359.png,no_augment,,,,
AM_Google_411.png,augment_full,low,True,101.56037902832031,data/processed/fog_augmented/AM_Google_411_low.png
AM_Google_411.png,augment_full,medium,True,126.10584259033203,data/processed/fog_augmented/AM_Google_411_medium.png
AM_Google_411.png,augment_full,high,True,131.5243682861328,data/processed/fog_augmented/AM_Google_411_high.png
AM_Google_494.png,augment_medium,medium,True,154.42190551757812,data/processed/fog_augmented/AM_Google_494_medium.png
AM_Google_525.png,augment_full,low,True,101.26123809814453,data/processed/fog_augmented/AM_Google_525_low.png
AM_Google_525.png,augment_full,medium,True,104.23020935058594,data/processed/fog_augmented/AM_Google_525_medium.png
AM_Google_525.png,augment_full,high,False,,
AM_Google_617.png,augment_medium,medium,True,147.07711791992188,data/processed/fog_augmented/AM_Google_617_medium.png
AM_Google_707.png,no_augment,,,,
AM_Google_711.png,no_augment,,,,
AM_Google_754.png,no_augment,,,,
AM_Google_768.png,no_augment,,,,
AM_Google_796.png,no_augment,,,,
AM_Google_869.png,augment_full,low,False,,
AM_Google_869.png,augment_full,medium,True,127.32066345214844,data/processed/fog_augmented/AM_Google_869_medium.png
AM_Google_869.png,augment_full,high,True,151.82745361328125,data/processed/fog_augmented/AM_Google_869_high.png
BD_Baidu_000.png,no_augment,,,,
BD_Baidu_007.png,no_augment,,,,
BD_Baidu_018.png,no_augment,,,,
BD_Baidu_022.png,augment_full,low,True,100.25285339355469,data/processed/fog_augmented/BD_Baidu_022_low.png
BD_Baidu_022.png,augment_full,medium,True,125.48065185546875,data/processed/fog_augmented/BD_Baidu_022_medium.png
BD_Baidu_022.png,augment_full,high,False,,
BD_Baidu_023.png,no_augment,,,,
BD_Baidu_031.png,augment_full,low,True,82.45246887207031,data/processed/fog_augmented/BD_Baidu_031_low.png
BD_Baidu_031.png,augment_full,medium,False,,
BD_Baidu_031.png,augment_full,high,False,,
BD_Baidu_038.png,augment_medium,medium,True,141.23655700683594,data/processed/fog_augmented/BD_Baidu_038_medium.png
BD_Baidu_039.png,augment_medium,medium,True,146.77706909179688,data/processed/fog_augmented/BD_Baidu_039_medium.png
BD_Baidu_042.png,no_augment,,,,
BD_Baidu_045.png,augment_full,low,True,102.45248413085938,data/processed/fog_augmented/BD_Baidu_045_low.png
BD_Baidu_045.png,augment_full,medium,True,111.3409194946289,data/processed/fog_augmented/BD_Baidu_045_medium.png
BD_Baidu_045.png,augment_full,high,False,,
BD_Baidu_046.png,no_augment,,,,
BD_Baidu_050.png,no_augment,,,,
BD_Baidu_058.png,no_augment,,,,
BD_Baidu_059.png,augment_medium,medium,True,154.93557739257812,data/processed/fog_augmented/BD_Baidu_059_medium.png
BD_Baidu_062.png,augment_full,low,True,92.40017700195312,data/processed/fog_augmented/BD_Baidu_062_low.png
BD_Baidu_062.png,augment_full,medium,True,124.32881927490234,data/processed/fog_augmented/BD_Baidu_062_medium.png
BD_Baidu_062.png,augment_full,high,False,,
BD_Baidu_065.png,augment_full,low,True,98.5748062133789,data/processed/fog_augmented/BD_Baidu_065_low.png
BD_Baidu_065.png,augment_full,medium,True,122.42488098144531,data/processed/fog_augmented/BD_Baidu_065_medium.png
BD_Baidu_065.png,augment_full,high,False,,
BD_Baidu_074.png,no_augment,,,,
BD_Baidu_076.png,no_augment,,,,
BD_Baidu_078.png,augment_medium,medium,True,154.5410919189453,data/processed/fog_augmented/BD_Baidu_078_medium.png
BD_Baidu_08.png,no_augment,,,,
BD_Baidu_081.png,augment_medium,medium,True,155.4657440185547,data/processed/fog_augmented/BD_Baidu_081_medium.png
BD_Baidu_084.png,augment_medium,medium,True,153.2574462890625,data/processed/fog_augmented/BD_Baidu_084_medium.png
BD_Baidu_087.png,augment_medium,medium,True,145.0106964111328,data/processed/fog_augmented/BD_Baidu_087_medium.png
BD_Baidu_088.png,no_augment,,,,
BD_Baidu_095.png,augment_medium,medium,True,150.77499389648438,data/processed/fog_augmented/BD_Baidu_095_medium.png
BD_Baidu_097.png,augment_full,low,False,,
BD_Baidu_097.png,augment_full,medium,True,121.71269989013672,data/processed/fog_augmented/BD_Baidu_097_medium.png
BD_Baidu_097.png,augment_full,high,True,148.1873779296875,data/processed/fog_augmented/BD_Baidu_097_high.png
BD_Baidu_10.png,augment_full,low,True,102.01641845703125,data/processed/fog_augmented/BD_Baidu_10_low.png
BD_Baidu_10.png,augment_full,medium,True,122.2200927734375,data/processed/fog_augmented/BD_Baidu_10_medium.png
BD_Baidu_10.png,augment_full,high,True,140.67868041992188,data/processed/fog_augmented/BD_Baidu_10_high.png
BD_Baidu_102.png,augment_medium,medium,True,140.84228515625,data/processed/fog_augmented/BD_Baidu_102_medium.png
BD_Baidu_104.png,augment_medium,medium,True,150.71327209472656,data/processed/fog_augmented/BD_Baidu_104_medium.png
BD_Baidu_105.png,augment_medium,medium,True,152.4097900390625,data/processed/fog_augmented/BD_Baidu_105_medium.png
BD_Baidu_116.png,augment_medium,medium,True,143.60215759277344,data/processed/fog_augmented/BD_Baidu_116_medium.png
BD_Baidu_117.png,no_augment,,,,
BD_Baidu_129.png,no_augment,,,,
BD_Baidu_133.png,no_augment,,,,
BD_Baidu_134.png,no_augment,,,,
BD_Baidu_137.png,no_augment,,,,
BD_Baidu_142.png,no_augment,,,,
BD_Baidu_143.png,augment_medium,medium,True,143.24322509765625,data/processed/fog_augmented/BD_Baidu_143_medium.png
BD_Baidu_145.png,augment_medium,medium,True,148.40760803222656,data/processed/fog_augmented/BD_Baidu_145_medium.png
BD_Baidu_166.png,augment_medium,medium,True,153.57342529296875,data/processed/fog_augmented/BD_Baidu_166_medium.png
BD_Baidu_174.png,augment_full,low,True,96.21109771728516,data/processed/fog_augmented/BD_Baidu_174_low.png
BD_Baidu_174.png,augment_full,medium,True,116.2632064819336,data/processed/fog_augmented/BD_Baidu_174_medium.png
BD_Baidu_174.png,augment_full,high,False,,
BD_Baidu_18.png,augment_full,low,True,101.3260498046875,data/processed/fog_augmented/BD_Baidu_18_low.png
BD_Baidu_18.png,augment_full,medium,True,127.24626159667969,data/processed/fog_augmented/BD_Baidu_18_medium.png
BD_Baidu_18.png,augment_full,high,True,144.53048706054688,data/processed/fog_augmented/BD_Baidu_18_high.png
BD_Baidu_195.png,no_augment,,,,
BD_Baidu_196.png,no_augment,,,,
BD_Baidu_199.png,augment_medium,medium,True,151.15713500976562,data/processed/fog_augmented/BD_Baidu_199_medium.png
BD_Baidu_200.png,augment_medium,medium,True,154.76405334472656,data/processed/fog_augmented/BD_Baidu_200_medium.png
BD_Baidu_201.png,no_augment,,,,
BD_Baidu_208.png,augment_medium,medium,True,143.4492950439453,data/processed/fog_augmented/BD_Baidu_208_medium.png
BD_Baidu_209.png,no_augment,,,,
BD_Baidu_211.png,augment_medium,medium,True,150.00784301757812,data/processed/fog_augmented/BD_Baidu_211_medium.png
BD_Baidu_216.png,augment_full,low,True,100.59029388427734,data/processed/fog_augmented/BD_Baidu_216_low.png
BD_Baidu_216.png,augment_full,medium,True,105.57347869873047,data/processed/fog_augmented/BD_Baidu_216_medium.png
BD_Baidu_216.png,augment_full,high,False,,
BD_Baidu_222.png,augment_medium,medium,True,140.4673309326172,data/processed/fog_augmented/BD_Baidu_222_medium.png
BD_Baidu_224.png,no_augment,,,,
BD_Baidu_247.png,augment_medium,medium,True,149.01589965820312,data/processed/fog_augmented/BD_Baidu_247_medium.png
BD_Baidu_249.png,augment_medium,medium,True,150.12612915039062,data/processed/fog_augmented/BD_Baidu_249_medium.png
BD_Baidu_250.png,no_augment,,,,
BD_Baidu_254.png,augment_medium,medium,True,154.15379333496094,data/processed/fog_augmented/BD_Baidu_254_medium.png
BD_Baidu_256.png,no_augment,,,,
BD_Baidu_277.png,no_augment,,,,
BD_Baidu_281.png,no_augment,,,,
BD_Baidu_284.png,no_augment,,,,
BD_Baidu_285.png,augment_medium,medium,True,153.0482177734375,data/processed/fog_augmented/BD_Baidu_285_medium.png
BD_Baidu_29.png,augment_full,low,True,102.67881774902344,data/processed/fog_augmented/BD_Baidu_29_low.png
BD_Baidu_29.png,augment_full,medium,True,124.02356719970703,data/processed/fog_augmented/BD_Baidu_29_medium.png
BD_Baidu_29.png,augment_full,high,True,153.12628173828125,data/processed/fog_augmented/BD_Baidu_29_high.png
BD_Baidu_291.png,augment_medium,medium,True,154.0798797607422,data/processed/fog_augmented/BD_Baidu_291_medium.png
BD_Baidu_299.png,augment_medium,medium,True,154.34275817871094,data/processed/fog_augmented/BD_Baidu_299_medium.png
BD_Baidu_306.png,augment_medium,medium,True,155.3439483642578,data/processed/fog_augmented/BD_Baidu_306_medium.png
BD_Baidu_322.png,augment_full,low,True,100.50098419189453,data/processed/fog_augmented/BD_Baidu_322_low.png
BD_Baidu_322.png,augment_full,medium,True,125.25894165039062,data/processed/fog_augmented/BD_Baidu_322_medium.png
BD_Baidu_322.png,augment_full,high,False,,
BD_Baidu_332.png,augment_medium,medium,True,148.20396423339844,data/processed/fog_augmented/BD_Baidu_332_medium.png
BD_Baidu_338.png,no_augment,,,,
BD_Baidu_347.png,no_augment,,,,
BD_Baidu_355.png,no_augment,,,,
BD_Baidu_375.png,no_augment,,,,
BD_Baidu_383.png,augment_full,low,True,102.03157806396484,data/processed/fog_augmented/BD_Baidu_383_low.png
BD_Baidu_383.png,augment_full,medium,True,105.15260314941406,data/processed/fog_augmented/BD_Baidu_383_medium.png
BD_Baidu_383.png,augment_full,high,False,,
BD_Baidu_385.png,no_augment,,,,
BD_Baidu_388.png,no_augment,,,,
BD_Baidu_389.png,augment_full,low,True,98.12812805175781,data/processed/fog_augmented/BD_Baidu_389_low.png
BD_Baidu_389.png,augment_full,medium,True,116.05087280273438,data/processed/fog_augmented/BD_Baidu_389_medium.png
BD_Baidu_389.png,augment_full,high,True,129.44808959960938,data/processed/fog_augmented/BD_Baidu_389_high.png
BD_Baidu_391.png,no_augment,,,,
BD_Baidu_397.png,no_augment,,,,
BD_Baidu_410.png,no_augment,,,,
BD_Baidu_424.png,no_augment,,,,
BD_Baidu_428.png,no_augment,,,,
BD_Baidu_451.png,augment_full,low,True,99.83000183105469,data/processed/fog_augmented/BD_Baidu_451_low.png
BD_Baidu_451.png,augment_full,medium,True,103.05995178222656,data/processed/fog_augmented/BD_Baidu_451_medium.png
BD_Baidu_451.png,augment_full,high,False,,
BD_Baidu_461.png,augment_full,low,True,98.53553009033203,data/processed/fog_augmented/BD_Baidu_461_low.png
BD_Baidu_461.png,augment_full,medium,True,120.13372802734375,data/processed/fog_augmented/BD_Baidu_461_medium.png
BD_Baidu_461.png,augment_full,high,True,133.45623779296875,data/processed/fog_augmented/BD_Baidu_461_high.png
BD_Baidu_464.png,no_augment,,,,
BD_Baidu_476.png,no_augment,,,,
BD_Baidu_481.png,augment_medium,medium,True,144.1147003173828,data/processed/fog_augmented/BD_Baidu_481_medium.png
BD_Baidu_486.png,no_augment,,,,
BD_Bing_013.png,no_augment,,,,
BD_Bing_04.png,no_augment,,,,
BD_Bing_042.png,augment_medium,medium,True,154.45445251464844,data/processed/fog_augmented/BD_Bing_042_medium.png
BD_Bing_068.png,no_augment,,,,
BD_Bing_080.png,augment_medium,medium,True,155.3958740234375,data/processed/fog_augmented/BD_Bing_080_medium.png
BD_Bing_084.png,no_augment,,,,
BD_Bing_091.png,no_augment,,,,
BD_Bing_096.png,no_augment,,,,
BD_Bing_097.png,augment_medium,medium,True,140.82260131835938,data/processed/fog_augmented/BD_Bing_097_medium.png
BD_Bing_18.png,no_augment,,,,
BD_Bing_195.png,no_augment,,,,
BD_Bing_216.png,augment_full,low,False,,
BD_Bing_216.png,augment_full,medium,True,123.17744445800781,data/processed/fog_augmented/BD_Bing_216_medium.png
BD_Bing_216.png,augment_full,high,True,151.25076293945312,data/processed/fog_augmented/BD_Bing_216_high.png
BD_Bing_23.png,no_augment,,,,
BD_Bing_231.png,augment_medium,medium,True,153.11643981933594,data/processed/fog_augmented/BD_Bing_231_medium.png
BD_Bing_232.png,augment_medium,medium,True,153.65017700195312,data/processed/fog_augmented/BD_Bing_232_medium.png
BD_Bing_237.png,no_augment,,,,
BD_Bing_26.png,no_augment,,,,
BD_Bing_302.png,no_augment,,,,
BD_Bing_303.png,no_augment,,,,
BD_Bing_308.png,no_augment,,,,
BD_Bing_331.png,augment_full,low,True,100.55003356933594,data/processed/fog_augmented/BD_Bing_331_low.png
BD_Bing_331.png,augment_full,medium,True,117.30640411376953,data/processed/fog_augmented/BD_Bing_331_medium.png
BD_Bing_331.png,augment_full,high,False,,
BD_Bing_358.png,augment_full,low,True,99.667236328125,data/processed/fog_augmented/BD_Bing_358_low.png
BD_Bing_358.png,augment_full,medium,False,,
BD_Bing_358.png,augment_full,high,False,,
BD_Bing_393.png,no_augment,,,,
BD_Bing_420.png,augment_full,low,True,100.7641830444336,data/processed/fog_augmented/BD_Bing_420_low.png
BD_Bing_420.png,augment_full,medium,True,123.54824829101562,data/processed/fog_augmented/BD_Bing_420_medium.png
BD_Bing_420.png,augment_full,high,True,139.0364227294922,data/processed/fog_augmented/BD_Bing_420_high.png
BD_Bing_423.png,no_augment,,,,
BD_Bing_463.png,no_augment,,,,
BD_Bing_479.png,augment_full,low,True,101.58086395263672,data/processed/fog_augmented/BD_Bing_479_low.png
BD_Bing_479.png,augment_full,medium,True,122.62435913085938,data/processed/fog_augmented/BD_Bing_479_medium.png
BD_Bing_479.png,augment_full,high,True,153.69610595703125,data/processed/fog_augmented/BD_Bing_479_high.png
BD_Bing_484.png,augment_medium,medium,True,145.71566772460938,data/processed/fog_augmented/BD_Bing_484_medium.png
BD_Bing_49.png,augment_medium,medium,True,143.2421875,data/processed/fog_augmented/BD_Bing_49_medium.png
BD_Bing_515.png,augment_full,low,False,,
BD_Bing_515.png,augment_full,medium,True,127.96520233154297,data/processed/fog_augmented/BD_Bing_515_medium.png
BD_Bing_515.png,augment_full,high,True,138.2886199951172,data/processed/fog_augmented/BD_Bing_515_high.png
BD_Bing_549.png,augment_medium,medium,True,144.57066345214844,data/processed/fog_augmented/BD_Bing_549_medium.png
BD_Bing_606.png,augment_medium,medium,True,129.94223022460938,data/processed/fog_augmented/BD_Bing_606_medium.png
BD_Bing_609.png,augment_medium,medium,True,128.63671875,data/processed/fog_augmented/BD_Bing_609_medium.png
BD_Bing_634.png,augment_full,low,False,,
BD_Bing_634.png,augment_full,medium,True,127.67315673828125,data/processed/fog_augmented/BD_Bing_634_medium.png
BD_Bing_634.png,augment_full,high,True,134.8394012451172,data/processed/fog_augmented/BD_Bing_634_high.png
BD_Bing_643.png,augment_full,low,True,102.3483657836914,data/processed/fog_augmented/BD_Bing_643_low.png
BD_Bing_643.png,augment_full,medium,True,123.55953216552734,data/processed/fog_augmented/BD_Bing_643_medium.png
BD_Bing_643.png,augment_full,high,False,,
BD_Bing_655.png,augment_full,low,True,101.81146240234375,data/processed/fog_augmented/BD_Bing_655_low.png
BD_Bing_655.png,augment_full,medium,False,,
BD_Bing_655.png,augment_full,high,False,,
BD_Bing_660.png,augment_full,low,True,101.9349136352539,data/processed/fog_augmented/BD_Bing_660_low.png
BD_Bing_660.png,augment_full,medium,True,126.25707244873047,data/processed/fog_augmented/BD_Bing_660_medium.png
BD_Bing_660.png,augment_full,high,True,155.2879638671875,data/processed/fog_augmented/BD_Bing_660_high.png
BD_Bing_664.png,no_augment,,,,
BD_Bing_695.png,no_augment,,,,
BD_Bing_732.png,no_augment,,,,
BD_Bing_74.png,augment_medium,medium,True,140.0156707763672,data/processed/fog_augmented/BD_Bing_74_medium.png
BD_Bing_742.png,no_augment,,,,
BD_Bing_763.png,augment_full,low,True,97.6457290649414,data/processed/fog_augmented/BD_Bing_763_low.png
BD_Bing_763.png,augment_full,medium,True,114.629638671875,data/processed/fog_augmented/BD_Bing_763_medium.png
BD_Bing_763.png,augment_full,high,False,,
BD_Bing_789.png,augment_medium,medium,True,154.123779296875,data/processed/fog_augmented/BD_Bing_789_medium.png
BD_Bing_802.png,no_augment,,,,
BD_Google_00.png,no_augment,,,,
BD_Google_054.png,augment_medium,medium,True,153.10879516601562,data/processed/fog_augmented/BD_Google_054_medium.png
BD_Google_098.png,augment_full,low,True,100.64873504638672,data/processed/fog_augmented/BD_Google_098_low.png
BD_Google_098.png,augment_full,medium,True,125.71766662597656,data/processed/fog_augmented/BD_Google_098_medium.png
BD_Google_098.png,augment_full,high,True,128.97528076171875,data/processed/fog_augmented/BD_Google_098_high.png
BD_Google_126.png,no_augment,,,,
BD_Google_129.png,augment_medium,medium,True,154.50482177734375,data/processed/fog_augmented/BD_Google_129_medium.png
BD_Google_249.png,no_augment,,,,
BD_Google_253.png,augment_full,low,True,98.48645782470703,data/processed/fog_augmented/BD_Google_253_low.png
BD_Google_253.png,augment_full,medium,True,126.2865219116211,data/processed/fog_augmented/BD_Google_253_medium.png
BD_Google_253.png,augment_full,high,True,135.76974487304688,data/processed/fog_augmented/BD_Google_253_high.png
BD_Google_329.png,no_augment,,,,
BD_Google_343.png,augment_medium,medium,True,153.4758758544922,data/processed/fog_augmented/BD_Google_343_medium.png
BD_Google_357.png,augment_full,low,True,101.87155151367188,data/processed/fog_augmented/BD_Google_357_low.png
BD_Google_357.png,augment_full,medium,True,127.71797180175781,data/processed/fog_augmented/BD_Google_357_medium.png
BD_Google_357.png,augment_full,high,True,152.76026916503906,data/processed/fog_augmented/BD_Google_357_high.png
BD_Google_360.png,augment_full,low,False,,
BD_Google_360.png,augment_full,medium,True,123.68795776367188,data/processed/fog_augmented/BD_Google_360_medium.png
BD_Google_360.png,augment_full,high,False,,
BD_Google_368.png,augment_medium,medium,True,154.05845642089844,data/processed/fog_augmented/BD_Google_368_medium.png
BD_Google_372.png,augment_full,low,True,94.81137084960938,data/processed/fog_augmented/BD_Google_372_low.png
BD_Google_372.png,augment_full,medium,True,126.06266021728516,data/processed/fog_augmented/BD_Google_372_medium.png
BD_Google_372.png,augment_full,high,True,147.38046264648438,data/processed/fog_augmented/BD_Google_372_high.png
BD_Google_378.png,augment_medium,medium,True,154.7001190185547,data/processed/fog_augmented/BD_Google_378_medium.png
BD_Google_380.png,augment_full,low,True,97.5054702758789,data/processed/fog_augmented/BD_Google_380_low.png
BD_Google_380.png,augment_full,medium,True,118.79885864257812,data/processed/fog_augmented/BD_Google_380_medium.png
BD_Google_380.png,augment_full,high,False,,
BD_Google_381.png,augment_full,low,True,98.8619155883789,data/processed/fog_augmented/BD_Google_381_low.png
BD_Google_381.png,augment_full,medium,True,118.85125732421875,data/processed/fog_augmented/BD_Google_381_medium.png
BD_Google_381.png,augment_full,high,False,,
BD_Google_396.png,augment_full,low,True,101.14946746826172,data/processed/fog_augmented/BD_Google_396_low.png
BD_Google_396.png,augment_full,medium,False,,
BD_Google_396.png,augment_full,high,False,,
BD_Google_397.png,augment_medium,medium,True,155.59396362304688,data/processed/fog_augmented/BD_Google_397_medium.png
BD_Google_421.png,augment_full,low,True,85.14591979980469,data/processed/fog_augmented/BD_Google_421_low.png
BD_Google_421.png,augment_full,medium,False,,
BD_Google_421.png,augment_full,high,False,,
BD_Google_428.png,augment_medium,medium,True,127.10346221923828,data/processed/fog_augmented/BD_Google_428_medium.png
BD_Google_435.png,no_augment,,,,
BD_Google_443.png,augment_medium,medium,True,149.32716369628906,data/processed/fog_augmented/BD_Google_443_medium.png
BD_Google_466.png,no_augment,,,,
BD_Google_501.png,no_augment,,,,
BD_Google_569.png,augment_medium,medium,True,153.55577087402344,data/processed/fog_augmented/BD_Google_569_medium.png
BD_Google_598.png,augment_full,low,True,102.05362701416016,data/processed/fog_augmented/BD_Google_598_low.png
BD_Google_598.png,augment_full,medium,True,115.06790924072266,data/processed/fog_augmented/BD_Google_598_medium.png
BD_Google_598.png,augment_full,high,False,,
BJ_Baidu_015.png,no_augment,,,,
BJ_Baidu_02.png,augment_full,low,True,99.21427917480469,data/processed/fog_augmented/BJ_Baidu_02_low.png
BJ_Baidu_02.png,augment_full,medium,False,,
BJ_Baidu_02.png,augment_full,high,False,,
BJ_Baidu_029.png,augment_medium,medium,True,143.55809020996094,data/processed/fog_augmented/BJ_Baidu_029_medium.png
BJ_Baidu_04.png,augment_full,low,True,96.10839080810547,data/processed/fog_augmented/BJ_Baidu_04_low.png
BJ_Baidu_04.png,augment_full,medium,False,,
BJ_Baidu_04.png,augment_full,high,False,,
BJ_Baidu_045.png,no_augment,,,,
BJ_Baidu_066.png,augment_full,low,True,99.72758483886719,data/processed/fog_augmented/BJ_Baidu_066_low.png
BJ_Baidu_066.png,augment_full,medium,True,125.41178894042969,data/processed/fog_augmented/BJ_Baidu_066_medium.png
BJ_Baidu_066.png,augment_full,high,True,128.71156311035156,data/processed/fog_augmented/BJ_Baidu_066_high.png
BJ_Baidu_069.png,augment_medium,medium,True,151.44972229003906,data/processed/fog_augmented/BJ_Baidu_069_medium.png
BJ_Baidu_071.png,augment_medium,medium,True,141.01019287109375,data/processed/fog_augmented/BJ_Baidu_071_medium.png
BJ_Baidu_072.png,augment_full,low,True,98.98042297363281,data/processed/fog_augmented/BJ_Baidu_072_low.png
BJ_Baidu_072.png,augment_full,medium,False,,
BJ_Baidu_072.png,augment_full,high,False,,
BJ_Baidu_077.png,augment_medium,medium,True,153.4934844970703,data/processed/fog_augmented/BJ_Baidu_077_medium.png
BJ_Baidu_080.png,augment_medium,medium,True,146.5826416015625,data/processed/fog_augmented/BJ_Baidu_080_medium.png
BJ_Baidu_082.png,augment_full,low,True,99.98937225341797,data/processed/fog_augmented/BJ_Baidu_082_low.png
BJ_Baidu_082.png,augment_full,medium,True,118.83415222167969,data/processed/fog_augmented/BJ_Baidu_082_medium.png
BJ_Baidu_082.png,augment_full,high,True,145.88427734375,data/processed/fog_augmented/BJ_Baidu_082_high.png
BJ_Baidu_093.png,augment_full,low,True,102.60684967041016,data/processed/fog_augmented/BJ_Baidu_093_low.png
BJ_Baidu_093.png,augment_full,medium,True,122.90189361572266,data/processed/fog_augmented/BJ_Baidu_093_medium.png
BJ_Baidu_093.png,augment_full,high,True,134.72573852539062,data/processed/fog_augmented/BJ_Baidu_093_high.png
BJ_Baidu_095.png,augment_full,low,True,100.93348693847656,data/processed/fog_augmented/BJ_Baidu_095_low.png
BJ_Baidu_095.png,augment_full,medium,True,118.17876434326172,data/processed/fog_augmented/BJ_Baidu_095_medium.png
BJ_Baidu_095.png,augment_full,high,False,,
BJ_Baidu_1023.png,augment_full,low,True,102.3594970703125,data/processed/fog_augmented/BJ_Baidu_1023_low.png
BJ_Baidu_1023.png,augment_full,medium,True,125.98912048339844,data/processed/fog_augmented/BJ_Baidu_1023_medium.png
BJ_Baidu_1023.png,augment_full,high,True,148.92422485351562,data/processed/fog_augmented/BJ_Baidu_1023_high.png
BJ_Baidu_1035.png,augment_full,low,True,101.0405502319336,data/processed/fog_augmented/BJ_Baidu_1035_low.png
BJ_Baidu_1035.png,augment_full,medium,True,119.83583068847656,data/processed/fog_augmented/BJ_Baidu_1035_medium.png
BJ_Baidu_1035.png,augment_full,high,True,128.55267333984375,data/processed/fog_augmented/BJ_Baidu_1035_high.png
BJ_Baidu_1039.png,augment_medium,medium,True,136.29598999023438,data/processed/fog_augmented/BJ_Baidu_1039_medium.png
BJ_Baidu_1081.png,no_augment,,,,
BJ_Baidu_1086.png,augment_full,low,True,99.71320343017578,data/processed/fog_augmented/BJ_Baidu_1086_low.png
BJ_Baidu_1086.png,augment_full,medium,True,111.08844757080078,data/processed/fog_augmented/BJ_Baidu_1086_medium.png
BJ_Baidu_1086.png,augment_full,high,True,146.97720336914062,data/processed/fog_augmented/BJ_Baidu_1086_high.png
BJ_Baidu_1090.png,augment_medium,medium,True,146.79281616210938,data/processed/fog_augmented/BJ_Baidu_1090_medium.png
BJ_Baidu_1099.png,augment_full,low,True,96.31086730957031,data/processed/fog_augmented/BJ_Baidu_1099_low.png
BJ_Baidu_1099.png,augment_full,medium,True,122.1695785522461,data/processed/fog_augmented/BJ_Baidu_1099_medium.png
